,Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster,db,Diagnosis
10283,integrin binding (GO:0005178),Nov-94,0.000112044,0.004582326,0,0,4.369423085,39.74696716,CD151;GPNMB;ERBIN;S1PR3;LCP1;THY1;IGF1;TLN1;FGF2;THBS1;ICAM1,Upreg,GO_Molecular_Function_2018,HET
10284,CCR chemokine receptor binding (GO:0048020),Jul-38,0.000115,0.004582326,0,0,7.414106069,67.25020029,CCL15-CCL14;CCL23;CCL3L1;CCL4;CCL3;CCL18;CCL15,Upreg,GO_Molecular_Function_2018,HET
10285,collagen binding (GO:0005518),Aug-52,0.000142096,0.005257563,0,0,5.97592221,52.94072868,DDR1;ITGB1;MRC2;SPARC;THBS1;CTSS;CD44;CTSB,Upreg,GO_Molecular_Function_2018,HET
10286,phosphotyrosine residue binding (GO:0001784),29-Jun,0.000182339,0.006296789,0,0,8.554403002,73.65033432,HCK;SH3BP2;PLCG2;LDLRAP1;SAMSN1;VAV1,Upreg,GO_Molecular_Function_2018,HET
10287,protein phosphorylated amino acid binding (GO:0045309),Jun-34,0.000454871,0.014726433,0,0,7.025018129,54.0610111,HCK;SH3BP2;PLCG2;LDLRAP1;SAMSN1;VAV1,Upreg,GO_Molecular_Function_2018,HET
10288,amyloid-beta binding (GO:0001540),Jul-49,0.00058958,0.017794884,0,0,5.46920904,40.66958573,CST3;ITGB2;GSAP;APOE;LDLRAP1;FCGR2B;CLU,Upreg,GO_Molecular_Function_2018,HET
10289,"phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)",24-May,0.000618355,0.017794884,0,0,8.616642959,63.66361632,ADAP2;PLEKHA1;NCF1;PLEK;GAB2,Upreg,GO_Molecular_Function_2018,HET
10290,actin binding (GO:0003779),18/254,0.000657011,0.017912181,0,0,2.524852902,18.50164373,ITGB1;CYFIP1;GAS2L3;GSN;ARPC1B;CXCR4;PARVB;LSP1;MYO1E;PARVG;MYO6;TMSB4Y;COTL1;MYH9;ANG;LCP1;MYO1F;MSRB1,Upreg,GO_Molecular_Function_2018,HET
10291,cytokine activity (GO:0005125),13/155,0.000781244,0.020234225,0,0,3.019402373,21.60268495,CXCL6;CCL23;TGFB1;CSF1;CCL3L1;TNF;FGF2;CCL15-CCL14;CXCL10;CCL4;CCL3;CCL18;CCL15,Upreg,GO_Molecular_Function_2018,HET
10292,superoxide-generating NADPH oxidase activity (GO:0016175),7-Mar,0.000846679,0.020884759,0,0,24.49368687,173.2729564,NCF1;CYBB;CYBA,Upreg,GO_Molecular_Function_2018,HET
10293,endopeptidase activity (GO:0004175),22/354,0.001030471,0.024262909,0,0,2.197810372,15.11596672,C1QB;C1QA;ST14;CTSZ;USP12;CELA1;CTSS;KLK6;C4B;C4A;SFRP1;CTSO;CAPNS1;PLAU;CTSH;TPP1;CTSE;CTSD;CTSC;LGMN;CTSB;C1QC,Upreg,GO_Molecular_Function_2018,HET
10294,tau protein binding (GO:0048156),8-Mar,0.001324691,0.028428023,0,0,19.59393939,129.8407357,APOE;S100B;CLU,Upreg,GO_Molecular_Function_2018,HET
10295,cholesterol transporter activity (GO:0017127),17-Apr,0.001372009,0.028428023,0,0,10.0609677,66.31666038,ABCA1;STARD4;NPC2;APOE,Upreg,GO_Molecular_Function_2018,HET
10296,chemokine binding (GO:0019956),17-Apr,0.001372009,0.028428023,0,0,10.0609677,66.31666038,ITGB1;CX3CR1;PDPN;CXCR4,Upreg,GO_Molecular_Function_2018,HET
10297,protein tyrosine kinase activity (GO:0004713),12/147,0.001549596,0.030872715,0,0,2.927711301,18.94159297,LYN;DDR1;CSF1R;HCK;TEC;ERBB3;FES;AXL;BTK;CSF2RB;FGF2;JAK3,Upreg,GO_Molecular_Function_2018,HET
10298,non-membrane spanning protein tyrosine kinase activity (GO:0004715),Jun-43,0.001643367,0.031528293,0,0,5.313760461,34.06656252,LYN;HCK;TEC;FES;BTK;JAK3,Upreg,GO_Molecular_Function_2018,HET
10299,MHC protein binding (GO:0042287),30-May,0.001788821,0.032366015,0,0,6.546621622,41.4152288,LAG3;CLEC7A;TAP1;TAPBP;HLA-E,Upreg,GO_Molecular_Function_2018,HET
10300,double-stranded RNA binding (GO:0003725),Jul-59,0.001811997,0.032366015,0,0,4.415156454,27.87432085,TFRC;OAS1;EIF2AK2;MSN;TLR7;VIM;DDX60,Upreg,GO_Molecular_Function_2018,HET
10301,exopeptidase activity (GO:0008238),Jun-45,0.002087986,0.035609344,0,0,5.040739295,31.10920019,CTSA;XPNPEP2;CTSZ;CTSH;TPP1;LAP3,Upreg,GO_Molecular_Function_2018,HET
10302,transforming growth factor beta binding (GO:0050431),19-Apr,0.002131061,0.035609344,0,0,8.718605958,53.62932437,CD109;THBS1;TGFBR1;TGFBR2,Upreg,GO_Molecular_Function_2018,HET
10303,"oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor (GO:0016723)",10-Mar,0.002714582,0.043942288,0,0,13.99422799,82.69353723,STEAP4;FRRS1;CYBRD1,Upreg,GO_Molecular_Function_2018,HET
10304,hexosaminidase activity (GO:0015929),11-Mar,0.003650275,0.057298258,0,0,12.24431818,68.72677933,NAGLU;HEXB;HEXA,Upreg,GO_Molecular_Function_2018,HET
10305,phosphatidylinositol bisphosphate binding (GO:1902936),Aug-87,0.004445308,0.067725578,0,0,3.322344244,17.99350438,SNX18;ADAP2;NCF1;PLEKHA1;PLEK;GAB2;LDLRAP1;KCNJ2,Upreg,GO_Molecular_Function_2018,HET
10306,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)",12-Mar,0.004759918,0.070446779,0,0,10.88327722,58.19859631,NCF1;CYBB;CYBA,Upreg,GO_Molecular_Function_2018,HET
10307,endopeptidase inhibitor activity (GO:0004866),9/111,0.006035038,0.086837495,0,0,2.896308523,14.80063785,BST2;CST3;SERPINA3;SERPINE2;PROS1;SERPING1;A2M;CST7;RENBP,Upreg,GO_Molecular_Function_2018,HET
10308,serine-type peptidase activity (GO:0008236),14/220,0.006517454,0.091244357,0,0,2.237822445,11.26356784,C1QB;C1QA;ST14;CELA1;CTSS;KLK6;C4B;C4A;PLAU;CTSH;TPP1;CTSD;CTSB;C1QC,Upreg,GO_Molecular_Function_2018,HET
10309,phosphatidylinositol 3-kinase activity (GO:0035004),Jul-76,0.007532607,0.10268132,0,0,3.324441169,16.25157768,CD86;ERBB3;TLR9;PIK3AP1;FGF2;PIK3CG;VAV1,Upreg,GO_Molecular_Function_2018,HET
10310,protease binding (GO:0002020),9/118,0.008903481,0.117951485,0,0,2.709324097,12.79156681,PYCARD;ITGB1;CST3;ADAMTSL4;CFLAR;A2M;CST7;TNF;LDLR,Upreg,GO_Molecular_Function_2018,HET
10311,sterol transporter activity (GO:0015248),28-Apr,0.009108223,0.117951485,0,0,5.446599213,25.59126945,ABCA1;STARD4;NPC2;APOE,Upreg,GO_Molecular_Function_2018,HET
10312,cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656),16-Mar,0.011088119,0.13577789,0,0,7.533022533,33.91277165,PYCARD;RACK1;CTSH,Upreg,GO_Molecular_Function_2018,HET
10313,"transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)",Jun-64,0.011962841,0.13577789,0,0,3.386136881,14.98687265,CEBPA;SPI1;IRF8;NFATC1;SOX9;HIF1A,Upreg,GO_Molecular_Function_2018,HET
10314,alpha-sialidase activity (GO:0016997),6-Feb,0.012319615,0.13577789,0,0,16.30168067,71.67135845,CTSA;GLB1,Upreg,GO_Molecular_Function_2018,HET
10315,exo-alpha-sialidase activity (GO:0004308),6-Feb,0.012319615,0.13577789,0,0,16.30168067,71.67135845,CTSA;GLB1,Upreg,GO_Molecular_Function_2018,HET
10316,transforming growth factor beta-activated receptor activity (GO:0005024),6-Feb,0.012319615,0.13577789,0,0,16.30168067,71.67135845,TGFBR1;TGFBR2,Upreg,GO_Molecular_Function_2018,HET
10317,"endoribonuclease activity, producing 3'-phosphomonoesters (GO:0016892)",6-Feb,0.012319615,0.13577789,0,0,16.30168067,71.67135845,RIDA;RNASE4,Upreg,GO_Molecular_Function_2018,HET
10318,T cell receptor binding (GO:0042608),6-Feb,0.012319615,0.13577789,0,0,16.30168067,71.67135845,DOCK2;HLA-E,Upreg,GO_Molecular_Function_2018,HET
10319,G-protein beta/gamma-subunit complex binding (GO:0031683),17-Mar,0.013170149,0.142127853,0,0,6.994588745,30.28518771,GNA13;GNA12;GNAI2,Upreg,GO_Molecular_Function_2018,HET
10320,sterol binding (GO:0032934),May-48,0.0138665,0.145979348,0,0,3.802639849,16.2687559,ABCA1;STARD4;NPC2;GPR183;APOE,Upreg,GO_Molecular_Function_2018,HET
10321,"phosphatidylinositol-3,4,5-trisphosphate binding (GO:0005547)",Apr-32,0.014569279,0.145979348,0,0,4.667549988,19.73832283,ADAP2;BTK;GAB2;ARAP1,Upreg,GO_Molecular_Function_2018,HET
10322,serine-type endopeptidase activity (GO:0004252),12/196,0.014951125,0.145979348,0,0,2.142586399,9.005223652,C4B;C1QB;C4A;C1QA;PLAU;CTSH;CELA1;CTSD;CTSS;KLK6;CTSB;C1QC,Upreg,GO_Molecular_Function_2018,HET
10323,microfilament motor activity (GO:0000146),18-Mar,0.015459642,0.145979348,0,0,6.527946128,27.21841745,MYO1E;MYO6;MYH9,Upreg,GO_Molecular_Function_2018,HET
10324,peptidase activator activity involved in apoptotic process (GO:0016505),18-Mar,0.015459642,0.145979348,0,0,6.527946128,27.21841745,PYCARD;RACK1;CTSH,Upreg,GO_Molecular_Function_2018,HET
10325,"phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)",Jun-68,0.015817624,0.145979348,0,0,3.167021451,13.13246775,CD86;ERBB3;PIK3AP1;FGF2;PIK3CG;VAV1,Upreg,GO_Molecular_Function_2018,HET
10326,GTPase activity (GO:0003924),13/222,0.016277693,0.145979348,0,0,2.044323917,8.418443418,GFM2;RHOG;RHOC;RHOB;GNAI2;DNM2;EEF1A1;GNA13;GNGT2;RAB31;ARHGDIB;GNA12;RAB7B,Upreg,GO_Molecular_Function_2018,HET
10327,type II transforming growth factor beta receptor binding (GO:0005114),7-Feb,0.016908805,0.145979348,0,0,13.04067227,53.20491,TGFB1;TGFBR1,Upreg,GO_Molecular_Function_2018,HET
10328,aldehyde-lyase activity (GO:0016832),7-Feb,0.016908805,0.145979348,0,0,13.04067227,53.20491,SGPL1;HOGA1,Upreg,GO_Molecular_Function_2018,HET
10329,choline transmembrane transporter activity (GO:0015220),7-Feb,0.016908805,0.145979348,0,0,13.04067227,53.20491,SLC44A1;SLC44A2,Upreg,GO_Molecular_Function_2018,HET
10330,interleukin-6 receptor binding (GO:0005138),7-Feb,0.016908805,0.145979348,0,0,13.04067227,53.20491,PYCARD;IL6ST,Upreg,GO_Molecular_Function_2018,HET
10331,AP-2 adaptor complex binding (GO:0035612),7-Feb,0.016908805,0.145979348,0,0,13.04067227,53.20491,BMP2K;LDLRAP1,Upreg,GO_Molecular_Function_2018,HET
10332,aminopeptidase activity (GO:0004177),Apr-34,0.017934396,0.152295364,0,0,4.355930298,17.51534748,DPP7;XPNPEP2;CTSH;LAP3,Upreg,GO_Molecular_Function_2018,HET
10333,phosphatidylinositol bisphosphate kinase activity (GO:0052813),Jun-71,0.019219282,0.160574002,0,0,3.020382663,11.93607274,CD86;ERBB3;PIK3AP1;FGF2;PIK3CG;VAV1,Upreg,GO_Molecular_Function_2018,HET
10334,low-density lipoprotein particle receptor binding (GO:0050750),20-Mar,0.020668852,0.165936602,0,0,5.759358289,22.34128486,APOE;LDLRAP1;CLU,Upreg,GO_Molecular_Function_2018,HET
10335,peptidase inhibitor activity (GO:0030414),Apr-36,0.021745459,0.165936602,0,0,4.083263069,15.63216147,CST3;PROS1;CST7;RENBP,Upreg,GO_Molecular_Function_2018,HET
10336,endopeptidase regulator activity (GO:0061135),Apr-36,0.021745459,0.165936602,0,0,4.083263069,15.63216147,CST3;PROS1;CST7;RENBP,Upreg,GO_Molecular_Function_2018,HET
10337,transferrin receptor binding (GO:1990459),8-Feb,0.022103524,0.165936602,0,0,10.86666667,41.4239313,TF;CD81,Upreg,GO_Molecular_Function_2018,HET
10338,ether hydrolase activity (GO:0016803),8-Feb,0.022103524,0.165936602,0,0,10.86666667,41.4239313,TMEM86A;EPHX1,Upreg,GO_Molecular_Function_2018,HET
10339,type I transforming growth factor beta receptor binding (GO:0034713),8-Feb,0.022103524,0.165936602,0,0,10.86666667,41.4239313,TGFB1;TGFBR2,Upreg,GO_Molecular_Function_2018,HET
10340,NAD+ binding (GO:0070403),8-Feb,0.022103524,0.165936602,0,0,10.86666667,41.4239313,HPGD;SIRT2,Upreg,GO_Molecular_Function_2018,HET
10341,chemokine receptor activity (GO:0004950),21-Mar,0.023590547,0.173644552,0,0,5.439113356,20.37986396,CX3CR1;CXCR4;CMKLR1,Upreg,GO_Molecular_Function_2018,HET
10342,SH3 domain binding (GO:0017124),May-55,0.023800701,0.173644552,0,0,3.269087838,12.21998188,GPX1;NCF1;CYBA;WASF2;DNM2,Upreg,GO_Molecular_Function_2018,HET
10343,protein kinase binding (GO:0019901),23/495,0.02488112,0.179005834,0,0,1.60711702,5.936121361,DDR1;CSF1R;MAP3K1;STAT3;ITGB2;PLEK;RHOG;MSN;THY1;RHOC;ADIPOR1;HIF1A;IRGM;RHOB;EEF1A1;PTPRC;ERBB3;TRIM5;AXL;RACK1;HCLS1;PTPN6;SOX9,Upreg,GO_Molecular_Function_2018,HET
10344,NAD binding (GO:0051287),22-Mar,0.02672378,0.187066459,0,0,5.152578416,18.66367716,HPGD;SORD;SIRT2,Upreg,GO_Molecular_Function_2018,HET
10345,histone acetyltransferase binding (GO:0035035),22-Mar,0.02672378,0.187066459,0,0,5.152578416,18.66367716,STAT1;HIF1A;SIRT2,Upreg,GO_Molecular_Function_2018,HET
10346,RAGE receptor binding (GO:0050786),9-Feb,0.027863659,0.187446431,0,0,9.313805522,33.34744731,S100B;S100A8,Upreg,GO_Molecular_Function_2018,HET
10347,siRNA binding (GO:0035197),9-Feb,0.027863659,0.187446431,0,0,9.313805522,33.34744731,TLR9;TLR7,Upreg,GO_Molecular_Function_2018,HET
10348,sterol esterase activity (GO:0004771),9-Feb,0.027863659,0.187446431,0,0,9.313805522,33.34744731,CES3;LIPA,Upreg,GO_Molecular_Function_2018,HET
10349,protein heterodimerization activity (GO:0046982),14/265,0.028562541,0.189684567,0,0,1.832313969,6.515083974,ITGB1;ITGAM;BCL2A1;HEXB;HEXA;ITGB2;CYBB;CYBA;HIF1A;CD3D;TLR1;MLXIPL;ERBB3;TLR2,Upreg,GO_Molecular_Function_2018,HET
10350,ADP binding (GO:0043531),23-Mar,0.030067862,0.196726203,0,0,4.89469697,17.15247869,MYO6;TAP1;MYH9,Upreg,GO_Molecular_Function_2018,HET
10351,nucleoside-triphosphatase activity (GO:0017111),20/424,0.030382425,0.196726203,0,0,1.630059886,5.695251493,ABCA1;TOR3A;ENTPD1;GFM2;RHOG;RHOC;RHOB;GNAI2;DNM2;EEF1A1;GNA13;MYO1E;RNF213;RAB31;GNGT2;MYO6;ARHGDIB;GNA12;MYH9;RAB7B,Upreg,GO_Molecular_Function_2018,HET
10352,Rho guanyl-nucleotide exchange factor activity (GO:0005089),May-59,0.031121561,0.199024306,0,0,3.026307558,10.50084662,GNA13;AKAP13;SPATA13;DOCK2;VAV1,Upreg,GO_Molecular_Function_2018,HET
10353,copper ion binding (GO:0005507),Apr-41,0.033301762,0.201024861,0,0,3.530559227,12.01147426,LACC1;ALB;ANG;COA6,Upreg,GO_Molecular_Function_2018,HET
10354,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)",Apr-41,0.033301762,0.201024861,0,0,3.530559227,12.01147426,SQLE;CH25H;MSMO1;CYP2E1,Upreg,GO_Molecular_Function_2018,HET
10355,death receptor activity (GO:0005035),24-Mar,0.033621526,0.201024861,0,0,4.661375661,15.81413074,LTBR;TNFRSF1B;TNFRSF1A,Upreg,GO_Molecular_Function_2018,HET
10356,tumor necrosis factor-activated receptor activity (GO:0005031),24-Mar,0.033621526,0.201024861,0,0,4.661375661,15.81413074,LTBR;TNFRSF1B;TNFRSF1A,Upreg,GO_Molecular_Function_2018,HET
10357,phosphatidylinositol phospholipase C activity (GO:0004435),24-Mar,0.033621526,0.201024861,0,0,4.661375661,15.81413074,PLCG2;PLD4;PLCE1,Upreg,GO_Molecular_Function_2018,HET
10358,vinculin binding (GO:0017166),10-Feb,0.034150942,0.201024861,0,0,8.149159664,27.51942794,TLN1;SORBS3,Upreg,GO_Molecular_Function_2018,HET
10359,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines (GO:0016813)",10-Feb,0.034150942,0.201024861,0,0,8.149159664,27.51942794,DDAH1;ARG1,Upreg,GO_Molecular_Function_2018,HET
10360,transmembrane receptor protein tyrosine kinase activity (GO:0004714),May-61,0.035256313,0.205199666,0,0,2.917923504,9.760777041,DDR1;CSF1R;ERBB3;AXL;FGFRL1,Upreg,GO_Molecular_Function_2018,HET
10361,lipoprotein particle receptor binding (GO:0070325),25-Mar,0.037382973,0.213147208,0,0,4.449265381,14.62268835,APOE;LDLRAP1;CLU,Upreg,GO_Molecular_Function_2018,HET
10362,transmembrane receptor protein kinase activity (GO:0019199),May-62,0.03744478,0.213147208,0,0,2.866583689,9.416406279,DDR1;CSF1R;ERBB3;AXL;TGFBR2,Upreg,GO_Molecular_Function_2018,HET
10363,cholesterol binding (GO:0015485),Apr-43,0.038755301,0.218209192,0,0,3.349158992,10.88640026,ABCA1;STARD4;NPC2;APOE,Upreg,GO_Molecular_Function_2018,HET
10364,tumor necrosis factor receptor binding (GO:0005164),11-Feb,0.040928881,0.225465897,0,0,7.243323996,23.14907922,STAT1;TNF,Upreg,GO_Molecular_Function_2018,HET
10365,immunoglobulin binding (GO:0019865),11-Feb,0.040928881,0.225465897,0,0,7.243323996,23.14907922,FCER1G;FCGR2B,Upreg,GO_Molecular_Function_2018,HET
10366,SH2 domain binding (GO:0042169),26-Mar,0.041349923,0.225465897,0,0,4.255599473,13.55699819,LAT2;RACK1;PAG1,Upreg,GO_Molecular_Function_2018,HET
10367,phospholipase C activity (GO:0004629),27-Mar,0.04551965,0.245616446,0,0,4.078072391,12.59965802,PLCG2;PLD4;PLCE1,Upreg,GO_Molecular_Function_2018,HET
10368,BMP receptor binding (GO:0070700),12-Feb,0.048162686,0.257198673,0,0,6.518655462,19.77219482,PYCARD;TGFB1,Upreg,GO_Molecular_Function_2018,HET
10369,insulin-like growth factor I binding (GO:0031994),13-Feb,0.055819201,0.292064102,0,0,5.925744843,17.09955074,IGFBP5;ITGA6,Upreg,GO_Molecular_Function_2018,HET
10370,translation elongation factor activity (GO:0003746),13-Feb,0.055819201,0.292064102,0,0,5.925744843,17.09955074,EEF1A1;GFM2,Upreg,GO_Molecular_Function_2018,HET
10371,acetylglucosaminyltransferase activity (GO:0008375),Apr-50,0.061610206,0.307723292,0,0,2.838477894,7.910632769,B3GNT7;HEXB;HEXA;GCNT1,Upreg,GO_Molecular_Function_2018,HET
10372,heme binding (GO:0020037),May-72,0.063858991,0.307723292,0,0,2.437474788,6.705683017,CAT;CYBB;HMOX1;CYP2E1;BACH1,Upreg,GO_Molecular_Function_2018,HET
10373,transmembrane receptor protein serine/threonine kinase activity (GO:0004675),14-Feb,0.063866837,0.307723292,0,0,5.431652661,14.94223221,TGFBR1;TGFBR2,Upreg,GO_Molecular_Function_2018,HET
10374,tropomyosin binding (GO:0005523),14-Feb,0.063866837,0.307723292,0,0,5.431652661,14.94223221,PYCARD;S100A6,Upreg,GO_Molecular_Function_2018,HET
10375,insulin-like growth factor binding (GO:0005520),14-Feb,0.063866837,0.307723292,0,0,5.431652661,14.94223221,IGFBP5;ITGA6,Upreg,GO_Molecular_Function_2018,HET
10376,Rac guanyl-nucleotide exchange factor activity (GO:0030676),14-Feb,0.063866837,0.307723292,0,0,5.431652661,14.94223221,SPATA13;DOCK2,Upreg,GO_Molecular_Function_2018,HET
10377,MHC class I protein binding (GO:0042288),14-Feb,0.063866837,0.307723292,0,0,5.431652661,14.94223221,HLA-E;TAPBP,Upreg,GO_Molecular_Function_2018,HET
10378,poly(A) binding (GO:0008143),14-Feb,0.063866837,0.307723292,0,0,5.431652661,14.94223221,PABPC3;PABPC1,Upreg,GO_Molecular_Function_2018,HET
10379,O-acyltransferase activity (GO:0008374),31-Mar,0.064158524,0.307723292,0,0,3.49476912,9.59802803,GPAM;LPCAT2;LCAT,Upreg,GO_Molecular_Function_2018,HET
10380,"hydrolase activity, hydrolyzing O-glycosyl compounds (GO:0004553)",Mar-32,0.069288451,0.329279063,0,0,3.374085684,9.007044243,CHI3L1;HPSE;GUSB,Upreg,GO_Molecular_Function_2018,HET
10381,G-protein coupled chemoattractant receptor activity (GO:0001637),15-Feb,0.07227551,0.334274232,0,0,5.013574661,13.17201399,CX3CR1;CMKLR1,Upreg,GO_Molecular_Function_2018,HET
10382,transmembrane receptor protein tyrosine phosphatase activity (GO:0005001),15-Feb,0.07227551,0.334274232,0,0,5.013574661,13.17201399,PTPRC;PTPN6,Upreg,GO_Molecular_Function_2018,HET
10383,transmembrane receptor protein phosphatase activity (GO:0019198),15-Feb,0.07227551,0.334274232,0,0,5.013574661,13.17201399,PTPRC;PTPN6,Upreg,GO_Molecular_Function_2018,HET
10384,phosphoric diester hydrolase activity (GO:0008081),Mar-33,0.074597598,0.34196067,0,0,3.261447811,8.465567139,PLCG2;PLCE1;ENPP6,Upreg,GO_Molecular_Function_2018,HET
10385,phosphatidylinositol binding (GO:0035091),6/100,0.078852788,0.34972155,0,0,2.085430392,5.297353169,MYO1E;SNX18;NCF1;PLEKHA1;FES;THY1,Upreg,GO_Molecular_Function_2018,HET
10386,"proton-transporting ATPase activity, rotational mechanism (GO:0046961)",16-Feb,0.081016575,0.34972155,0,0,4.655222089,11.69904566,TCIRG1;ATP6V0D2,Upreg,GO_Molecular_Function_2018,HET
10387,cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153),16-Feb,0.081016575,0.34972155,0,0,4.655222089,11.69904566,PYCARD;CFLAR,Upreg,GO_Molecular_Function_2018,HET
10388,sulfuric ester hydrolase activity (GO:0008484),16-Feb,0.081016575,0.34972155,0,0,4.655222089,11.69904566,GNS;ARSB,Upreg,GO_Molecular_Function_2018,HET
10389,transmembrane receptor protein serine/threonine kinase binding (GO:0070696),16-Feb,0.081016575,0.34972155,0,0,4.655222089,11.69904566,PYCARD;TGFB1,Upreg,GO_Molecular_Function_2018,HET
10390,MHC class II protein complex binding (GO:0023026),16-Feb,0.081016575,0.34972155,0,0,4.655222089,11.69904566,CD81;HLA-DOB,Upreg,GO_Molecular_Function_2018,HET
10391,bile acid transmembrane transporter activity (GO:0015125),16-Feb,0.081016575,0.34972155,0,0,4.655222089,11.69904566,SLC10A2;SLCO2B1,Upreg,GO_Molecular_Function_2018,HET
10392,MAP kinase kinase kinase activity (GO:0004709),May-78,0.083662845,0.358159947,0,0,2.236440207,5.54851939,DDR1;CSF1R;MAP3K1;ERBB3;AXL,Upreg,GO_Molecular_Function_2018,HET
10393,steroid hydroxylase activity (GO:0008395),Mar-35,0.085734066,0.361094679,0,0,3.057291667,7.510252348,CH25H;CYP2E1;CYP7B1,Upreg,GO_Molecular_Function_2018,HET
10394,serine-type endopeptidase inhibitor activity (GO:0004867),Apr-56,0.085742559,0.361094679,0,0,2.510182903,6.166028277,SERPINA3;SERPINE2;SERPING1;A2M,Upreg,GO_Molecular_Function_2018,HET
10395,carboxylic ester hydrolase activity (GO:0052689),6/103,0.087992678,0.361300069,0,0,2.020618557,4.911116787,PON3;ABHD4;PNPLA7;LPL;LIPA;CES3,Upreg,GO_Molecular_Function_2018,HET
10396,CXCR chemokine receptor binding (GO:0045236),17-Feb,0.090062775,0.361300069,0,0,4.34464986,10.45865122,CXCL6;CXCL10,Upreg,GO_Molecular_Function_2018,HET
10397,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)",17-Feb,0.090062775,0.361300069,0,0,4.34464986,10.45865122,TBXAS1;DHCR24,Upreg,GO_Molecular_Function_2018,HET
10398,retinol dehydrogenase activity (GO:0004745),17-Feb,0.090062775,0.361300069,0,0,4.34464986,10.45865122,RDH11;RDH16,Upreg,GO_Molecular_Function_2018,HET
10399,aspartic-type peptidase activity (GO:0070001),17-Feb,0.090062775,0.361300069,0,0,4.34464986,10.45865122,CTSE;CTSD,Upreg,GO_Molecular_Function_2018,HET
10400,low-density lipoprotein particle binding (GO:0030169),17-Feb,0.090062775,0.361300069,0,0,4.34464986,10.45865122,THBS1;LDLR,Upreg,GO_Molecular_Function_2018,HET
10401,protein kinase activity (GO:0004672),21/513,0.090673763,0.361300069,0,0,1.401348662,3.363919582,LYN;DDR1;CSF1R;MAP3K1;EIF2AK2;CSF2RB;FGF2;PIK3CG;TGFBR1;HCK;ERBB3;PRKD3;AXL;FES;RPS6KA1;PBK;BMP2K;CCL3;BTK;SOX9;JAK3,Upreg,GO_Molecular_Function_2018,HET
10402,"phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)",Apr-60,0.10401608,0.411300226,0,0,2.330402313,5.274189288,SNX18;ADAP2;LDLRAP1;KCNJ2,Upreg,GO_Molecular_Function_2018,HET
